frame,elapsed_seconds,timestamp,tag_id,x_pos,y_pos,speed
6,1.2,2013-11-03 18:35:01.200,13,31.8887327336624,23.8880047584579,2.14286231682998
6,1.2,2013-11-03 18:35:01.200,14,36.8044326513154,15.2453936291372,3.41635592571682
6,1.2,2013-11-03 18:35:01.200,15,62.6741748484343,9.96499986432757,3.54257996711665
7,1.4,2013-11-03 18:35:01.400,1,50.05141543734,17.0148512101893,2.14052782165933
7,1.4,2013-11-03 18:35:01.400,2,33.9300585113799,30.4377691706205,2.05304668028859
7,1.4,2013-11-03 18:35:01.400,5,38.2742913543877,23.3830327647095,2.70008552941906
7,1.4,2013-11-03 18:35:01.400,7,43.9037576753213,36.6348919528884,3.19447296930596
7,1.4,2013-11-03 18:35:01.400,8,31.6240092923253,38.2998178822688,1.63477760120163
7,1.4,2013-11-03 18:35:01.400,9,37.8103445583551,7.56612463001392,1.66777940958248
7,1.4,2013-11-03 18:35:01.400,10,51.9177325648154,4.08935479987221,3.10264593376599
7,1.4,2013-11-03 18:35:01.400,13,32.319206527144,23.7465074412417,2.37548847049567
7,1.4,2013-11-03 18:35:01.400,14,37.4417871092122,15.1259781892223,3.08850085062777
7,1.4,2013-11-03 18:35:01.400,15,62.9011314682587,9.38864940003147,2.76341678709271
8,1.6,2013-11-03 18:35:01.600,1,50.481168341098,16.7760198971918,2.77584868463743
8,1.6,2013-11-03 18:35:01.600,2,34.3019856235486,30.4973250539075,1.80492701348999
8,1.6,2013-11-03 18:35:01.600,5,38.7901824286757,23.3104358585863,2.56358985736561
8,1.6,2013-11-03 18:35:01.600,7,44.4501943921873,36.9370845538861,3.07175748867727
8,1.6,2013-11-03 18:35:01.600,8,31.8963659633496,38.0766723502344,1.86884040469026
8,1.6,2013-11-03 18:35:01.600,9,38.1357662585177,7.61799465159195,1.63851517668601
8,1.6,2013-11-03 18:35:01.600,10,52.4699419119646,4.18173025080229,2.54057750174287
8,1.6,2013-11-03 18:35:01.600,13,32.7814483768615,23.5456059029808,2.63126095792782
8,1.6,2013-11-03 18:35:01.600,14,38.0120462167459,15.0621971002952,2.70310199476422
8,1.6,2013-11-03 18:35:01.600,15,63.1478389881313,8.98442075945468,2.08937872086824
9,1.8,2013-11-03 18:35:01.800,1,51.1017287613907,16.5755437045267,3.65881498927572
9,1.8,2013-11-03 18:35:01.800,2,34.6354728070535,30.6442422103752,1.89035572483084
9,1.8,2013-11-03 18:35:01.800,5,39.3047305767461,23.3358814219569,2.61944442278183
9,1.8,2013-11-03 18:35:01.800,7,45.0251185445685,37.1201182005713,3.01273570273376
9,1.8,2013-11-03 18:35:01.800,8,32.2541255375255,37.8830630699391,2.17896022907716
9,1.8,2013-11-03 18:35:01.800,9,38.4648701988928,7.63338895386508,1.66339328562641
9,1.8,2013-11-03 18:35:01.800,10,52.8896536170253,4.27983004833318,1.85143032417947
9,1.8,2013-11-03 18:35:01.800,13,33.285282618556,23.3232131188159,2.83799637524021
9,1.8,2013-11-03 18:35:01.800,14,38.5158887590064,15.0445633091254,2.39936800445375
9,1.8,2013-11-03 18:35:01.800,15,63.3892859581996,8.72465941999227,1.54674473650881
10,2.0,2013-11-03 18:35:02.000,1,51.9165668157607,16.4267839231132,4.48934528145877
10,2.0,2013-11-03 18:35:02.000,2,34.9658247035206,30.8895542107949,2.20753437840647
10,2.0,2013-11-03 18:35:02.000,5,39.8345976243497,23.4669733981527,2.83831609534073
10,2.0,2013-11-03 18:35:02.000,7,45.6312582072471,37.1639316568993,3.08810341322105
10,2.0,2013-11-03 18:35:02.000,8,32.7133740132849,37.7562085565373,2.5566225924725
10,2.0,2013-11-03 18:35:02.000,9,38.8042418008593,7.61532777589158,1.73252759778934
10,2.0,2013-11-03 18:35:02.000,10,53.1603561472693,4.39126979300084,1.19024414556223
10,2.0,2013-11-03 18:35:02.000,13,33.8363783926451,23.1262576407532,2.99043950565302
10,2.0,2013-11-03 18:35:02.000,14,38.9746013928692,15.0552276060865,2.2410946044795
10,2.0,2013-11-03 18:35:02.000,15,63.592621445227,8.57056522638297,1.07310221711784
11,2.2,2013-11-03 18:35:02.200,1,52.8755546167821,16.3582078298229,4.99652474437679
11,2.2,2013-11-03 18:35:02.200,2,35.314299671548,31.213002375841,2.48577986779902
11,2.2,2013-11-03 18:35:02.200,5,40.3839718335233,23.7075532658754,3.1347865063063
11,2.2,2013-11-03 18:35:02.200,7,46.2559102487709,37.0988994109989,3.16574916065442
11,2.2,2013-11-03 18:35:02.200,8,33.2654661888027,37.7241263198402,2.92761012314089
11,2.2,2013-11-03 18:35:02.200,9,39.1571569762197,7.57604153463576,1.80704557909695
11,2.2,2013-11-03 18:35:02.200,10,53.2871216870837,4.5307940143054,0.863763471537497
11,2.2,2013-11-03 18:35:02.200,13,34.4276531786125,22.9835401972238,3.07595853653838
11,2.2,2013-11-03 18:35:02.200,14,39.4198513246325,15.0946848977879,2.25648429595968
11,2.2,2013-11-03 18:35:02.200,15,63.7361632266309,8.48916716709186,0.640477990013876
12,2.4,2013-11-03 18:35:02.450,1,54.135479787231,16.434065755349,5.00269312491953
12,2.4,2013-11-03 18:35:02.400,2,35.6798391309946,31.56596134013,2.54243620719943
12,2.4,2013-11-03 18:35:02.400,5,40.9426476754643,24.0570507089145,3.41396627971294
12,2.4,2013-11-03 18:35:02.400,7,46.8707139704641,36.9955016846994,3.0421661667819
12,2.4,2013-11-03 18:35:02.400,8,33.8785240998326,37.7964361866569,3.19536567473332
12,2.4,2013-11-03 18:35:02.400,9,39.5225446361898,7.53698498550863,1.8552738311009
12,2.4,2013-11-03 18:35:02.400,10,53.300183196685,4.71895814329244,1.08277896318267
12,2.4,2013-11-03 18:35:02.400,13,35.0353250004768,22.8870669039081,3.0507412118484
12,2.4,2013-11-03 18:35:02.400,14,39.8765557612142,15.1874106933828,2.40648571694379
12,2.4,2013-11-03 18:35:02.400,15,63.8169516088978,8.45825143363136,0.291502865486017
13,2.6,2013-11-03 18:35:02.600,1,54.8486936970402,16.5820963849297,4.73718654931787
13,2.6,2013-11-03 18:35:02.600,2,36.050721268603,31.8878340200562,2.36665662377272
13,2.6,2013-11-03 18:35:02.600,5,41.4885783554511,24.4981119907873,3.56811580143149
13,2.6,2013-11-03 18:35:02.600,7,47.4390282909337,36.9393082824458,2.69285542244327
13,2.6,2013-11-03 18:35:02.600,8,34.510829513664,37.9681953327198,3.31993358060378
13,2.6,2013-11-03 18:35:02.600,9,39.8967183828221,7.52581703372737,1.88584737926003
13,2.6,2013-11-03 18:35:02.600,10,53.2500456974598,4.97387304864313,1.46657798256648
13,2.6,2013-11-03 18:35:02.600,13,35.6203550557672,22.8049633828459,2.85079366289799
13,2.6,2013-11-03 18:35:02.600,14,40.348765210504,15.365837659541,2.62855392089113
13,2.6,2013-11-03 18:35:02.600,15,63.8496287243874,8.46216199603264,0.114750267204868
14,2.8,2013-11-03 18:35:02.800,1,55.6823383375216,16.899818171579,4.25686059375998
14,2.8,2013-11-03 18:35:02.800,2,36.4171812136702,32.1380305690212,2.11053624846575
14,2.8,2013-11-03 18:35:02.800,5,41.9999496838029,24.9961416035401,3.53873898591872
14,2.8,2013-11-03 18:35:02.800,7,47.929132648645,36.9989364399578,2.33289376113795
14,2.8,2013-11-03 18:35:02.800,8,35.1227807837452,38.2253300861662,3.30855663508352
14,2.8,2013-11-03 18:35:02.800,9,40.2767360042153,7.56962424726409,1.94669210936956
14,2.8,2013-11-03 18:35:02.800,10,53.1976627571277,5.29956271277138,1.78128255774852
14,2.8,2013-11-03 18:35:02.800,13,36.1418563330488,22.7070175926871,2.47873500658525
14,2.8,2013-11-03 18:35:02.800,14,40.8230592313231,15.6470699649518,2.85832286706944
14,2.8,2013-11-03 18:35:02.800,15,63.8484894149568,8.48780164920295,0.175444128135386
15,3.0,2013-11-03 18:35:03.000,1,56.3504606391653,17.3366816452165,3.82628697426458
15,3.0,2013-11-03 18:35:03.000,2,36.7769501800096,32.3101784050431,1.92707375092389
15,3.0,2013-11-03 18:35:03.000,5,42.458517914654,25.5057551945296,3.32398992775772
15,3.0,2013-11-03 18:35:03.000,7,48.3241126159334,37.2081330097134,2.24003652888976
15,3.0,2013-11-03 18:35:03.000,8,35.6892541612028,38.5511260243859,3.2390947739985
15,3.0,2013-11-03 18:35:03.000,9,40.6601129831053,7.68646786019808,2.06299796267244
15,3.0,2013-11-03 18:35:03.000,10,53.1991093423807,5.68357055776759,2.02723419224552
15,3.0,2013-11-03 18:35:03.000,13,36.5695742722127,22.595577662116,1.9910485133827
15,3.0,2013-11-03 18:35:03.000,14,41.2832808646184,16.0180062624278,3.01756402582602
15,3.0,2013-11-03 18:35:03.000,15,63.8190807458836,8.52671162580885,0.306842327569846
16,3.2,2013-11-03 18:35:03.200,1,56.8565858716996,17.8642312017014,3.56080002056163
16,3.2,2013-11-03 18:35:03.200,2,37.1325302273128,32.434762447368,1.86113126578959
16,3.2,2013-11-03 18:35:03.200,5,42.8570136834978,25.99464113356,3.02181727918898
16,3.2,2013-11-03 18:35:03.200,7,48.6269082912198,37.5616698403994,2.4509156229287
16,3.2,2013-11-03 18:35:03.200,8,36.2082830011778,38.9271861461726,3.18077516042554
16,3.2,2013-11-03 18:35:03.200,9,41.0420808461007,7.8797814026083,2.2032899524879
16,3.2,2013-11-03 18:35:03.200,10,53.2868578870922,6.10383802446224,2.24334853457377
16,3.2,2013-11-03 18:35:03.200,13,36.8970658491925,22.5071991009532,1.47288895509535
16,3.2,2013-11-03 18:35:03.200,14,41.7214666764261,16.4427925575673,3.0633110915498
16,3.2,2013-11-03 18:35:03.250,15,63.731184057584,8.59235167349352,0.567715772615647
17,3.4,2013-11-03 18:35:03.400,1,57.2264434472202,18.4509108332896,3.42703116547058
17,3.4,2013-11-03 18:35:03.400,2,37.4819658753237,32.5522405884288,1.83248603172938
17,3.4,2013-11-03 18:35:03.400,5,43.1999461607126,26.455398966221,2.76996860615308
17,3.4,2013-11-03 18:35:03.400,7,48.8571264471582,38.035145078036,2.7818196536567
17,3.4,2013-11-03 18:35:03.400,8,36.6933893017534,39.327725842612,3.1162583189723
17,3.4,2013-11-03 18:35:03.400,9,41.4126118508805,8.13726282586035,2.2863089095088
17,3.4,2013-11-03 18:35:03.400,10,53.4568434521794,6.54061087918135,2.41444691545031
17,3.4,2013-11-03 18:35:03.400,13,37.1452825931878,22.4906802249763,1.13048262289532
17,3.4,2013-11-03 18:35:03.400,14,42.1432443389236,16.8847521869621,3.04637242439357
17,3.4,2013-11-03 18:35:03.400,15,63.6412852333926,8.64461221634535,0.787819756435285
18,3.6,2013-11-03 18:35:03.600,1,57.497565527607,19.0754456055238,3.40167778966292
18,3.6,2013-11-03 18:35:03.600,2,37.8112351139425,32.7046165543057,1.80367670453147
18,3.6,2013-11-03 18:35:03.600,5,43.4994926787817,26.901740455484,2.64101584526324
18,3.6,2013-11-03 18:35:03.600,7,49.0412748938301,38.6003581907482,3.1212303770713
18,3.6,2013-11-03 18:35:03.600,8,37.1641110842064,39.7235982368116,3.03464794453319
18,3.6,2013-11-03 18:35:03.600,9,41.7564886952997,8.43541842679688,2.24821171128839
18,3.6,2013-11-03 18:35:03.600,10,53.6718520164417,6.98343106063106,2.48076845483546
18,3.6,2013-11-03 18:35:03.600,13,37.3556186015993,22.5810384150569,1.24332141056025
18,3.6,2013-11-03 18:35:03.600,14,42.5621779871347,17.3274558387495,3.0566660083925
18,3.6,2013-11-03 18:35:03.600,15,63.4714617602319,8.73636699591342,1.10057973211706
19,3.8,2013-11-03 18:35:03.800,1,57.7058476815236,19.7288987384544,3.46772281728665
19,3.8,2013-11-03 18:35:03.800,2,38.091276743137,32.9309513533386,1.8359282861271
19,3.8,2013-11-03 18:35:03.800,5,43.7736071769244,27.3485075084283,2.61112889810263
19,3.8,2013-11-03 18:35:03.800,7,49.2061620219254,39.2386126816428,3.4269976127051
19,3.8,2013-11-03 18:35:03.800,8,37.6276304707908,40.0932369237665,2.9027192750118
19,3.8,2013-11-03 18:35:03.800,9,42.0580468646852,8.74448929652713,2.07298820987931
19,3.8,2013-11-03 18:35:03.800,10,53.8813072935611,7.43054484192055,2.44959227057236
19,3.8,2013-11-03 18:35:03.800,13,37.5704391256539,22.7731045503574,1.60344495714579
19,3.8,2013-11-03 18:35:03.800,14,42.9898047124853,17.7790243655316,3.16842907139826
19,3.8,2013-11-03 18:35:03.800,15,63.2568241689754,8.86330457829108,1.34834803579211
20,4.0,2013-11-03 18:35:04.000,1,57.8865359361216,20.4155023594375,3.62427036264192
20,4.0,2013-11-03 18:35:04.000,2,38.29267137823,33.2692562955687,2.13316459775596
20,4.0,2013-11-03 18:35:04.000,5,44.0391259204334,27.7982851366881,2.61045433172318
20,4.0,2013-11-03 18:35:04.000,7,49.3687042343988,39.9345914439395,3.67445026011988
20,4.0,2013-11-03 18:35:04.000,8,38.0789461935712,40.4267358636409,2.73156888436944
20,4.0,2013-11-03 18:35:04.000,9,42.3053564978756,9.03949295922406,1.80148021072258
20,4.0,2013-11-03 18:35:04.000,10,54.0472188344913,7.88290161159882,2.37962461048777
20,4.0,2013-11-03 18:35:04.000,13,37.8137734029212,23.0340210561201,1.90054818984221
20,4.0,2013-11-03 18:35:04.000,14,43.4292112759941,18.2663913981622,3.38087737328991
20,4.0,2013-11-03 18:35:04.000,15,63.0328076705561,9.04146571238514,1.48713016589497
21,4.2,2013-11-03 18:35:04.200,1,58.0675360303465,21.1412121710354,3.83655377083701
21,4.2,2013-11-03 18:35:04.200,2,38.4005973297538,33.7392923646351,2.65310411835335
21,4.2,2013-11-03 18:35:04.200,5,44.3058977059859,28.2435400476847,2.57756419650853
21,4.2,2013-11-03 18:35:04.200,7,49.5302562440692,40.6726808419205,3.8459594323426
21,4.2,2013-11-03 18:35:04.200,8,38.5055609198373,40.7352150796096,2.56210311836766
21,4.2,2013-11-03 18:35:04.200,9,42.4921289109298,9.3090013081908,1.52008984725646
21,4.2,2013-11-03 18:35:04.200,10,54.1542259684995,8.33829320062372,2.31387496957241
21,4.2,2013-11-03 18:35:04.200,13,38.0828692639058,23.3249745918985,2.02380142476218
21,4.2,2013-11-03 18:35:04.200,14,43.8749023677346,18.8111277191945,3.62625857611666
21,4.2,2013-11-03 18:35:04.200,15,62.8498960223355,9.28736555864976,1.58823396214791
22,4.4,2013-11-03 18:35:04.400,1,58.2664242670151,21.9082257147217,4.05886473249377
22,4.4,2013-11-03 18:35:04.400,2,38.4336738877339,34.3244943866944,3.11389196257796
22,4.4,2013-11-03 18:35:04.400,5,44.5743963025306,28.6744410049068,2.50544376204396
22,4.4,2013-11-03 18:35:04.400,7,49.6793539323164,41.4355147175875,3.90145637806314
22,4.4,2013-11-03 18:35:04.400,8,38.899144367439,41.0450704310217,2.4725055722685
22,4.4,2013-11-03 18:35:04.400,9,42.6168767066105,9.55947563235119,1.32884808629018
22,4.4,2013-11-03 18:35:04.400,10,54.2057951360656,8.79065167736213,2.24791826008631
22,4.4,2013-11-03 18:35:04.400,13,38.3561130336511,23.6261550829475,2.02731143676774
22,4.4,2013-11-03 18:35:04.400,14,44.3123121302173,19.41614966368,3.79832986221037
22,4.4,2013-11-03 18:35:04.400,15,62.7479239300752,9.60952928759102,1.80374078431747
23,4.6,2013-11-03 18:35:04.600,1,58.483468726104,22.7116535345309,4.22572918805404
23,4.6,2013-11-03 18:35:04.600,2,38.4325947521112,34.9648920121501,3.20872820062848
23,4.6,2013-11-03 18:35:04.600,5,44.8351827384353,29.0957567980697,2.45994404054151
23,4.6,2013-11-03 18:35:04.600,7,49.7965249565354,42.201563210132,3.83195325612867
23,4.6,2013-11-03 18:35:04.600,8,39.2595033007329,41.3867568866678,2.51496495974937
23,4.6,2013-11-03 18:35:04.600,9,42.6787715219516,9.81059166829589,1.29897974257907
23,4.6,2013-11-03 18:35:04.600,10,54.2109271441174,9.2316829564782,2.17215152867518
23,4.6,2013-11-03 18:35:04.600,13,38.6113603553462,23.934659666398,1.97849630839584
23,4.6,2013-11-03 18:35:04.600,14,44.7226295128057,20.0619452425481,3.82208958110924
23,4.6,2013-11-03 18:35:04.600,15,62.7355282843532,10.0024809442709,2.10013083897364
24,4.8,2013-11-03 18:35:04.800,1,58.7004427836403,23.5390366505334,4.30249222181001
24,4.8,2013-11-03 18:35:04.800,2,38.4406837348542,35.5765911580222,2.89037857098578
24,4.8,2013-11-03 18:35:04.800,5,45.0710942920495,29.5297777516678,2.50084546116322
24,4.8,2013-11-03 18:35:04.800,7,49.8661617290462,42.9453313367444,3.64884773444407
24,4.8,2013-11-03 18:35:04.800,8,39.5847105185708,41.7912447872548,2.676026765606
24,4.8,2013-11-03 18:35:04.800,9,42.6755003908236,10.083564093729,1.44278681968995
24,4.8,2013-11-03 18:35:04.800,10,54.1714121679836,9.65475411196361,2.09054415669183
24,4.8,2013-11-03 18:35:04.800,13,38.839184220761,24.2504206673947,1.92308459862382
24,4.8,2013-11-03 18:35:04.800,14,45.0841611742827,20.7159077828059,3.64318924558082
24,4.8,2013-11-03 18:35:04.800,15,62.7825073083434,10.4474547764304,2.33043011240231
25,5.0,2013-11-03 18:35:05.000,1,58.8910699114496,24.3788682439166,4.30397743876096
25,5.0,2013-11-03 18:35:05.000,2,38.4822132911483,36.0907689200853,2.31555951242424
25,5.0,2013-11-03 18:35:05.000,5,45.2629375011325,30.0113450968237,2.70060086347402
25,5.0,2013-11-03 18:35:05.000,7,49.8839822832374,43.6524010934095,3.44807350916261
25,5.0,2013-11-03 18:35:05.000,8,39.8634663775386,42.2723827209827,2.86335006027342
25,5.0,2013-11-03 18:35:05.000,9,42.6042056658926,10.3892572940857,1.67839240397499
25,5.0,2013-11-03 18:35:05.000,10,54.0829849035101,10.0555713977808,2.03183573517841
25,5.0,2013-11-03 18:35:05.000,13,39.0441785385602,24.5684516200867,1.86183859907206
25,5.0,2013-11-03 18:35:05.000,14,45.3754396893821,21.3428082275131,3.29349599749179
25,5.0,2013-11-03 18:35:05.000,15,62.8335196498991,10.924215335867,2.43667252375889
26,5.2,2013-11-03 18:35:05.200,1,59.0335570651992,25.2272682271316,4.30889335671472
26,5.2,2013-11-03 18:35:05.200,2,38.556195419792,36.47631332386,1.69717269296317
26,5.2,2013-11-03 18:35:05.200,5,45.3977377777036,30.5798458884846,3.1335824552074
26,5.2,2013-11-03 18:35:05.200,7,49.855076992051,44.3235170482235,3.30637045464473
26,5.2,2013-11-03 18:35:05.200,8,40.0694693324623,42.8213444998116,2.97874995571048
26,5.2,2013-11-03 18:35:05.200,9,42.4643700417241,10.7244968961094,1.92053479880407
26,5.2,2013-11-03 18:35:05.200,10,53.93692427474,10.4314793735188,2.01364825050665
26,5.2,2013-11-03 18:35:05.200,13,39.2295919956512,24.8768497028768,1.73575606756918
26,5.2,2013-11-03 18:35:05.200,14,45.5825900767246,21.9149552214238,2.85008305927681
26,5.2,2013-11-03 18:35:05.200,15,62.8385918423926,11.4187097936684,2.50775277449442
27,5.4,2013-11-03 18:35:05.400,1,59.1209429450053,26.09263625847,4.39953287643471
27,5.4,2013-11-03 18:35:05.400,2,38.6465721107217,36.742046393248,1.20130888162506
27,5.4,2013-11-03 18:35:05.400,5,45.4729399238953,31.2684534788352,3.74728308972824
27,5.4,2013-11-03 18:35:05.400,7,49.7868362722985,44.9786038700879,3.31157486511437
27,5.4,2013-11-03 18:35:05.400,8,40.1737766153421,43.4064228541183,2.95860697232859
27,5.4,2013-11-03 18:35:05.400,9,42.2614993548387,11.0755825806452,2.10297779354839
27,5.4,2013-11-03 18:35:05.400,10,53.7325737973259,10.7784289666025,2.01746686826947
27,5.4,2013-11-03 18:35:05.400,13,39.3827192046197,25.1613304765129,1.50356345901741
27,5.4,2013-11-03 18:35:05.400,14,45.7043852219483,22.4245532426053,2.45534222052253
27,5.4,2013-11-03 18:35:05.400,15,62.7783175962157,11.9301306896634,2.63991997566174
28,5.6,2013-11-03 18:35:05.600,1,59.1640457097625,26.9910428725246,4.58580274412882
28,5.6,2013-11-03 18:35:05.600,2,38.7333554566999,36.9246637346634,0.890094254858353
28,5.6,2013-11-03 18:35:05.600,5,45.4930890565588,32.0947920507746,4.4303527265904
28,5.6,2013-11-03 18:35:05.600,7,49.6838870678219,45.6531536917949,3.51371566078079
28,5.6,2013-11-03 18:35:05.600,8,40.160995212459,43.9843720309378,2.83902100854032
28,5.6,2013-11-03 18:35:05.600,9,42.0069761281955,11.4286776858629,2.22481269835154
28,5.6,2013-11-03 18:35:05.600,10,53.4867135131681,11.0943032402688,1.97965296821817
28,5.6,2013-11-03 18:35:05.600,13,39.4714697656298,25.4094028732875,1.17710078121796
28,5.6,2013-11-03 18:35:05.600,14,45.7547180792615,22.8828103656937,2.2163096189518
28,5.6,2013-11-03 18:35:05.650,15,62.6495355360472,12.6081494505295,2.86286057083319
29,5.8,2013-11-03 18:35:05.800,1,59.1819058613044,27.9340812947342,4.81850862791175
29,5.8,2013-11-03 18:35:05.800,2,38.7992150334508,37.0709257018468,0.757623716455503
29,5.8,2013-11-03 18:35:05.800,5,45.4701469484195,33.0460979429787,4.98477387815613
29,5.8,2013-11-03 18:35:05.800,7,49.5457035727263,46.3794311981727,3.84642458183882
29,5.8,2013-11-03 18:35:05.800,8,40.0443158459976,44.5181096981083,2.64723214823257
29,5.8,2013-11-03 18:35:05.800,9,41.7169379592868,11.7782444290476,2.30406041225305
